timestamp,ECG,PCG
0.0,-0.004396006511021124,-0.05566625303348076
0.000125,-0.003907561343129888,-0.05566625303348076
0.00025,-0.004884451678912359,-0.05516774927497198
0.000375,-0.004396006511021124,-0.053709164203779615
0.0005,-0.004884451678912359,-0.05468770861863018
0.000625,-0.004396006511021124,-0.053709164203779615
0.00075,-0.004884451678912359,-0.053709164203779615
0.000875,-0.004396006511021124,-0.05468770861863018
0.001,-0.004884451678912359,-0.053709164203779615
0.001125,-0.004884451678912359,-0.053709164203779615
0.00125,-0.004884451678912359,-0.05516774927497198
0.001375,-0.004396006511021124,-0.056644797448331334
0.0015,-0.004884451678912359,-0.056644797448331334
0.001625,-0.004884451678912359,-0.05566625303348076
0.00175,-0.004884451678912359,-0.05762334186318191
0.001875,-0.004396006511021124,-0.056644797448331334
0.002,-0.004884451678912359,-0.056644797448331334
0.002125,-0.003907561343129888,-0.05712483810467312
0.00225,-0.004884451678912359,-0.056644797448331334
0.002375,-0.0034191161752386515,-0.05762334186318191
0.0025,-0.004884451678912359,-0.05956196759071606
0.002625,-0.004884451678912359,-0.06103901576407542
0.00275,-0.005372896846803595,-0.060540512005566635
0.002875,-0.004884451678912359,-0.05956196759071606
0.003,-0.005372896846803595,-0.060540512005566635
0.003125,-0.004884451678912359,-0.060540512005566635
0.00325,-0.006349787182586067,-0.06151905642041721
0.003375,-0.005372896846803595,-0.06151905642041721
0.0035,-0.006349787182586067,-0.06151905642041721
0.003625,-0.005372896846803595,-0.06151905642041721
0.00375,-0.006838232350477303,-0.062497600835267786
0.003875,-0.006838232350477303,-0.06347614525011835
0.004,-0.006838232350477303,-0.06347614525011835
0.004125,-0.006349787182586067,-0.06347614525011835
0.00425,-0.007326677518368539,-0.06445468966496894
0.004375,-0.007326677518368539,-0.06347614525011835
0.0045,-0.008792013022042248,-0.06347614525011835
0.004625,-0.008303567854151012,-0.06347614525011835
0.00475,-0.008792013022042248,-0.06347614525011835
0.004875,-0.009280458189933482,-0.06445468966496894
0.005,-0.009768903357824718,-0.06641177849467009
0.005125,-0.009280458189933482,-0.06739032290952066
0.00525,-0.010257348525715955,-0.06739032290952066
0.005375,-0.010257348525715955,-0.06739032290952066
0.0055,-0.01074579369360719,-0.06835040422220423
0.005625,-0.01074579369360719,-0.06739032290952066
0.00575,-0.01074579369360719,-0.06835040422220423
0.005875,-0.01074579369360719,-0.06835040422220423
0.006,-0.0122111291972809,-0.06835040422220423
0.006125,-0.011722684029389663,-0.06835040422220423
0.00625,-0.0122111291972809,-0.07080599681041416
0.006375,-0.011722684029389663,-0.07226458188160653
0.0065,-0.012699574365172134,-0.07128603746675596
0.006625,-0.0122111291972809,-0.07080599681041416
0.00675,-0.012699574365172134,-0.07226458188160653
0.006875,-0.0122111291972809,-0.07226458188160653
0.007,-0.012699574365172134,-0.0732431262964571
0.007125,-0.01318801953306337,-0.07226458188160653
0.00725,-0.014155864587958967,-0.07226458188160653
0.007375,-0.01318801953306337,-0.07276308564011531
0.0075,-0.014644309755850203,-0.07520021512615825
0.007625,-0.014155864587958967,-0.0771573039558594
0.00775,-0.014644309755850203,-0.07617875954100883
0.007875,-0.014644309755850203,-0.07520021512615825
0.008,-0.01610964525952391,-0.07617875954100883
0.008125,-0.01513275492374144,-0.07617875954100883
0.00825,-0.016598090427415148,-0.07617875954100883
0.008375,-0.015621200091632675,-0.0771573039558594
0.0085,-0.016598090427415148,-0.0771573039558594
0.008625,-0.01610964525952391,-0.07811738526854298
0.00875,-0.016598090427415148,-0.08007447409824413
0.008875,-0.01610964525952391,-0.08105301851309471
0.009,-0.016598090427415148,-0.08007447409824413
0.009125,-0.015621200091632675,-0.08007447409824413
0.00925,-0.015621200091632675,-0.08203156292794528
0.009375,-0.014644309755850203,-0.08251160358428707
0.0095,-0.01610964525952391,-0.08301010734279585
0.009625,-0.01513275492374144,-0.08301010734279585
0.00975,-0.014644309755850203,-0.08301010734279585
0.009875,-0.012699574365172134,-0.08301010734279585
0.01,-0.013667419420067732,-0.08398865175764643
0.010125,-0.011234238861498427,-0.084967196172497
0.01025,-0.011722684029389663,-0.08398865175764643
0.010375,-0.011234238861498427,-0.084967196172497
0.0105,-0.011234238861498427,-0.084967196172497
0.010625,-0.010257348525715955,-0.084967196172497
0.01075,-0.009768903357824718,-0.08398865175764643
0.010875,-0.008792013022042248,-0.084967196172497
0.011,-0.008792013022042248,-0.08544723682883879
0.011125,-0.007326677518368539,-0.084967196172497
0.01125,-0.008303567854151012,-0.08788436631488172
0.011375,-0.007326677518368539,-0.08788436631488172
0.0115,-0.007815122686259775,-0.08690582190003115
0.011625,-0.006838232350477303,-0.08642578124368937
0.01175,-0.007326677518368539,-0.08690582190003115
0.011875,-0.006349787182586067,-0.08690582190003115
0.012,-0.006838232350477303,-0.08788436631488172
0.012125,-0.006838232350477303,-0.08690582190003115
0.01225,-0.007815122686259775,-0.08690582190003115
0.012375,-0.006838232350477303,-0.08788436631488172
0.0125,-0.007815122686259775,-0.08788436631488172
0.012625,-0.007815122686259775,-0.0888629107297323
0.01275,-0.008303567854151012,-0.08788436631488172
